## Wed Jan 24 14:51:26 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_0go7jflx/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Xanthobacter_chromosome_4378	78245.Xaut_2567	2.95e-61	198.0	COG3637@1|root,COG3637@2|Bacteria,1MVJR@1224|Proteobacteria,2TY44@28211|Alphaproteobacteria,3F042@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Outer membrane protein beta-barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl
Xanthobacter_chromosome_4379	1131814.JAFO01000001_gene559	3.64e-100	296.0	COG1309@1|root,COG1309@2|Bacteria,1QE3S@1224|Proteobacteria,2U3XG@28211|Alphaproteobacteria,3EZFS@335928|Xanthobacteraceae	28211|Alphaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Xanthobacter_chromosome_4380	78245.Xaut_2538	1.69e-135	390.0	COG0345@1|root,COG0345@2|Bacteria,1R5J1@1224|Proteobacteria,2TTY7@28211|Alphaproteobacteria,3EYCR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	GO:0003674,GO:0003824,GO:0004735,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0018130,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	-	F420_oxidored,P5CR_dimer
Xanthobacter_chromosome_4381	78245.Xaut_1568	4.88e-142	407.0	COG1378@1|root,COG1378@2|Bacteria,1PZ3N@1224|Proteobacteria,2UHQ6@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	Sugar-specific transcriptional regulator TrmB	-	-	-	-	-	-	-	-	-	-	-	-	TrmB
Xanthobacter_chromosome_4382	78245.Xaut_1567	1.72e-196	547.0	COG0388@1|root,COG0388@2|Bacteria,1MWQG@1224|Proteobacteria,2TYHX@28211|Alphaproteobacteria,3EXXV@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Carbon-nitrogen hydrolase	-	GO:0000257,GO:0003674,GO:0003824,GO:0008150,GO:0009987,GO:0016043,GO:0016787,GO:0016810,GO:0016815,GO:0018762,GO:0022607,GO:0043933,GO:0044085,GO:0051259,GO:0051260,GO:0065003,GO:0071840	3.5.5.1,3.5.5.7	ko:K01501,ko:K01502	ko00380,ko00460,ko00627,ko00643,ko00910,ko01120,map00380,map00460,map00627,map00643,map00910,map01120	-	R00540,R01887,R03093,R03542,R05358,R05591,R07855	RC00315,RC00325,RC00617,RC00959,RC01336,RC02811	ko00000,ko00001,ko01000	-	-	-	CN_hydrolase
Xanthobacter_chromosome_4383	78245.Xaut_1566	1.8e-136	389.0	COG0410@1|root,COG0410@2|Bacteria,1MVVC@1224|Proteobacteria,2TSA6@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	branched-chain amino acid	MA20_14125	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
Xanthobacter_chromosome_4384	78245.Xaut_1565	4.03e-131	377.0	COG0411@1|root,COG0411@2|Bacteria,1RB7G@1224|Proteobacteria	1224|Proteobacteria	E	Branched-chain amino acid ATP-binding cassette transporter	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
Xanthobacter_chromosome_4385	78245.Xaut_1564	1.95e-190	535.0	COG4177@1|root,COG4177@2|Bacteria,1MU52@1224|Proteobacteria,2TSUI@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	-	-	-	-	-	-	-	-	-	-	-	-	BPD_transp_2
Xanthobacter_chromosome_4386	78245.Xaut_1563	5.54e-169	476.0	COG0559@1|root,COG0559@2|Bacteria,1N5XH@1224|Proteobacteria,2TSH5@28211|Alphaproteobacteria,3F1D1@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	-	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
Xanthobacter_chromosome_4387	78245.Xaut_1562	6.78e-236	655.0	COG0683@1|root,COG0683@2|Bacteria,1MWQB@1224|Proteobacteria,2VEZM@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Receptor family ligand binding region	-	-	-	-	-	-	-	-	-	-	-	-	Peripla_BP_6
Xanthobacter_chromosome_4388	78245.Xaut_1561	5.81e-226	630.0	COG0683@1|root,COG0683@2|Bacteria,1MY54@1224|Proteobacteria,2U051@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Periplasmic binding protein domain	MA20_14130	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
Xanthobacter_chromosome_4389	78245.Xaut_1560	7.65e-186	524.0	COG5485@1|root,COG5485@2|Bacteria,1MXSP@1224|Proteobacteria,2TVPC@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Haem-containing dehydratase	-	-	4.99.1.5	ko:K13028	-	-	R02827	RC00791	ko00000,ko01000	-	-	-	Dehydratase_hem
Xanthobacter_chromosome_4390	1131814.JAFO01000001_gene557	4.74e-106	307.0	COG5465@1|root,COG5465@2|Bacteria,1REC1@1224|Proteobacteria,2U7UP@28211|Alphaproteobacteria,3EZA9@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Putative bacterial sensory transduction regulator	MA20_05485	-	-	-	-	-	-	-	-	-	-	-	YbjN
Xanthobacter_chromosome_4391	1131814.JAFO01000001_gene556	1.49e-37	129.0	COG2960@1|root,COG2960@2|Bacteria,1N725@1224|Proteobacteria,2UFEP@28211|Alphaproteobacteria,3F000@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Membrane fusogenic activity	MA20_05375	-	-	ko:K09806	-	-	-	-	ko00000	-	-	-	BMFP
Xanthobacter_chromosome_4392	1163409.UUA_14047	7.04e-56	186.0	COG3409@1|root,COG3409@2|Bacteria,1QYWY@1224|Proteobacteria,1T506@1236|Gammaproteobacteria,1XB01@135614|Xanthomonadales	135614|Xanthomonadales	M	CHAP domain	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,PG_binding_1
Xanthobacter_chromosome_4393	78245.Xaut_2548	4.14e-170	478.0	COG0682@1|root,COG0682@2|Bacteria,1MVE3@1224|Proteobacteria,2TTNS@28211|Alphaproteobacteria,3EZ5Y@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	lgt	-	-	ko:K13292	-	-	-	-	ko00000,ko01000	-	-	-	LGT
Xanthobacter_chromosome_4394	78245.Xaut_2549	2.58e-158	456.0	COG1565@1|root,COG1565@2|Bacteria,1N3CJ@1224|Proteobacteria,2TRHW@28211|Alphaproteobacteria,3EXW8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Putative S-adenosyl-L-methionine-dependent methyltransferase	MA20_05390	-	2.1.1.79	ko:K00574,ko:K18164	ko04714,map04714	-	-	-	ko00000,ko00001,ko01000,ko03029	-	-	-	Methyltransf_28
Xanthobacter_chromosome_4395	1131814.JAFO01000001_gene553	1.36e-139	399.0	COG1496@1|root,COG1496@2|Bacteria,1MW2H@1224|Proteobacteria,2TTXU@28211|Alphaproteobacteria,3EXYQ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Belongs to the multicopper oxidase YfiH RL5 family	yfiH	-	-	ko:K05810	-	-	-	-	ko00000,ko01000	-	-	-	Cu-oxidase_4
Xanthobacter_chromosome_4396	1131814.JAFO01000001_gene552	7.62e-88	262.0	COG3545@1|root,COG3545@2|Bacteria,1RDB7@1224|Proteobacteria,2U607@28211|Alphaproteobacteria,3EZXK@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Serine hydrolase	-	-	-	ko:K07002	-	-	-	-	ko00000	-	-	-	Ser_hydrolase
Xanthobacter_chromosome_4397	78245.Xaut_2552	2.31e-36	134.0	2E5ZA@1|root,330NT@2|Bacteria,1NDA4@1224|Proteobacteria,2TUTP@28211|Alphaproteobacteria,3EZTG@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	MA20_05405	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_4398	78245.Xaut_2553	1.75e-205	571.0	COG0462@1|root,COG0462@2|Bacteria,1MW21@1224|Proteobacteria,2TR4Y@28211|Alphaproteobacteria,3EYA1@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran,Pribosyltran_N
Xanthobacter_chromosome_4399	78245.Xaut_1721	1.21e-258	720.0	COG0380@1|root,COG0380@2|Bacteria,1MUIY@1224|Proteobacteria,2TQMP@28211|Alphaproteobacteria,3EYAW@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	Probably involved in the osmoprotection via the biosynthesis of trehalose. Catalyzes the transfer of glucose from UDP-glucose (UDP-Glc) to D-glucose 6-phosphate (Glc-6-P) to form trehalose-6-phosphate. Acts with retention of the anomeric configuration of the UDP-sugar donor	otsA	-	2.4.1.15,2.4.1.347	ko:K00697	ko00500,ko01100,map00500,map01100	-	R02737	RC00005,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	-	Glyco_transf_20
Xanthobacter_chromosome_4400	1131814.JAFO01000001_gene137	2.75e-71	226.0	COG1877@1|root,COG1877@2|Bacteria,1RGY2@1224|Proteobacteria,2U9NF@28211|Alphaproteobacteria,3EZPP@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	otsB	-	3.1.3.12	ko:K01087	ko00500,ko01100,map00500,map01100	-	R02778	RC00017	ko00000,ko00001,ko01000	-	-	-	Trehalose_PPase
Xanthobacter_chromosome_4401	78245.Xaut_1724	4.22e-22	89.0	2EBP1@1|root,335P7@2|Bacteria,1NEQC@1224|Proteobacteria,2U9SE@28211|Alphaproteobacteria,3F1WZ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Glycine zipper	-	-	-	-	-	-	-	-	-	-	-	-	Gly-zipper_Omp,Gly-zipper_OmpA,Gly-zipper_YMGG
Xanthobacter_chromosome_4403	438753.AZC_4182	7.8e-21	86.7	2A11Q@1|root,30P7B@2|Bacteria,1Q67T@1224|Proteobacteria,2V6UA@28211|Alphaproteobacteria,3F24M@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_4404	78245.Xaut_1728	2.75e-137	403.0	COG3921@1|root,COG3921@2|Bacteria,1N3WR@1224|Proteobacteria,2U1ZC@28211|Alphaproteobacteria,3EXWE@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Extensin-like protein C-terminus	-	-	-	-	-	-	-	-	-	-	-	-	Extensin-like_C
Xanthobacter_chromosome_4405	78245.Xaut_1729	6.78e-117	342.0	COG4923@1|root,COG4923@2|Bacteria,1MY1R@1224|Proteobacteria,2U4CU@28211|Alphaproteobacteria,3EZB6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF429)	-	-	-	-	-	-	-	-	-	-	-	-	DUF429
Xanthobacter_chromosome_4406	78245.Xaut_1730	4.75e-312	856.0	COG0427@1|root,COG0427@2|Bacteria,1MUGE@1224|Proteobacteria,2TQYS@28211|Alphaproteobacteria,3EYR6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	Citrate lyase, alpha subunit (CitF)	-	-	2.8.3.18,3.1.2.1	ko:K01067,ko:K18118	ko00020,ko00620,ko00650,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00650,map01100,map01110,map01120,map01130,map01200	M00009,M00011	R00227,R10343	RC00004,RC00012,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	AcetylCoA_hyd_C,AcetylCoA_hydro
Xanthobacter_chromosome_4407	438753.AZC_4473	7.93e-149	437.0	COG0683@1|root,COG0683@2|Bacteria,1QURG@1224|Proteobacteria,2TS62@28211|Alphaproteobacteria,3EYPP@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	LppC putative lipoprotein	MA20_24635	-	-	-	-	-	-	-	-	-	-	-	Peripla_BP_6
Xanthobacter_chromosome_4408	78245.Xaut_0340	1.36e-170	483.0	COG0313@1|root,COG0313@2|Bacteria,1MU0E@1224|Proteobacteria,2TR14@28211|Alphaproteobacteria,3EY49@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	-	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
Xanthobacter_chromosome_4409	1131814.JAFO01000001_gene4778	4.59e-52	167.0	COG0792@1|root,COG0792@2|Bacteria,1N6VN@1224|Proteobacteria,2UFTM@28211|Alphaproteobacteria,3EZUU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	Belongs to the UPF0102 family	MA20_24645	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
Xanthobacter_chromosome_4410	78245.Xaut_0338	9.37e-205	569.0	COG0189@1|root,COG0189@2|Bacteria,1MVUA@1224|Proteobacteria,2TQNE@28211|Alphaproteobacteria,3EYCG@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Prokaryotic glutathione synthetase, N-terminal domain	gshB	GO:0003674,GO:0003824,GO:0004363,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042398,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576	6.3.2.3	ko:K01920	ko00270,ko00480,ko01100,map00270,map00480,map01100	M00118	R00497,R10994	RC00096,RC00141	ko00000,ko00001,ko00002,ko01000	-	-	-	GSH-S_ATP,GSH-S_N
Xanthobacter_chromosome_4411	1131814.JAFO01000001_gene4780	1.31e-43	144.0	2E9WT@1|root,3342I@2|Bacteria,1NBEH@1224|Proteobacteria,2UFGC@28211|Alphaproteobacteria,3F1WU@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)	MA20_00895	-	-	-	-	-	-	-	-	-	-	-	PHA_gran_rgn
Xanthobacter_chromosome_4412	1131814.JAFO01000001_gene4781	2.14e-103	308.0	COG0500@1|root,COG2226@2|Bacteria,1PN45@1224|Proteobacteria,2U64U@28211|Alphaproteobacteria,3F0DA@335928|Xanthobacteraceae	28211|Alphaproteobacteria	Q	ubiE/COQ5 methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_25
Xanthobacter_chromosome_4413	1131814.JAFO01000001_gene1039	2.32e-223	625.0	COG2271@1|root,COG2271@2|Bacteria,1MVPS@1224|Proteobacteria,2TTHW@28211|Alphaproteobacteria,3F19A@335928|Xanthobacteraceae	28211|Alphaproteobacteria	G	Fungal trichothecene efflux pump (TRI12)	-	-	-	ko:K08191	-	-	-	-	ko00000,ko02000	2.A.1.14.2	-	-	MFS_1
Xanthobacter_chromosome_4414	1131814.JAFO01000001_gene4782	0.0	875.0	COG0606@1|root,COG0606@2|Bacteria,1MU4R@1224|Proteobacteria,2TQU6@28211|Alphaproteobacteria,3EYN8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	O	Magnesium chelatase, subunit ChlI C-terminal	comM	-	-	ko:K07391	-	-	-	-	ko00000	-	-	-	ChlI,Mg_chelatase,Mg_chelatase_C
Xanthobacter_chromosome_4415	78245.Xaut_0334	1.95e-86	261.0	2ESF3@1|root,33JZS@2|Bacteria,1NPMP@1224|Proteobacteria,2UN4K@28211|Alphaproteobacteria,3F1G6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Xanthobacter_chromosome_4416	78245.Xaut_0333	8.21e-193	546.0	COG3176@1|root,COG3176@2|Bacteria,1MWIM@1224|Proteobacteria,2TUVA@28211|Alphaproteobacteria,3EZ2J@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Acetyltransferase (GNAT) domain	olsB	-	2.3.2.30	ko:K22310	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_5
Xanthobacter_chromosome_4417	1131814.JAFO01000001_gene4785	5.97e-71	216.0	COG1186@1|root,COG1186@2|Bacteria,1RH75@1224|Proteobacteria,2U9M7@28211|Alphaproteobacteria,3EZSG@335928|Xanthobacteraceae	28211|Alphaproteobacteria	J	RF-1 domain	MA20_05665	GO:0003674,GO:0003676,GO:0003723,GO:0003747,GO:0003824,GO:0004045,GO:0005488,GO:0006412,GO:0006414,GO:0006415,GO:0006417,GO:0006518,GO:0006807,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016150,GO:0016787,GO:0016788,GO:0019222,GO:0019538,GO:0022411,GO:0031323,GO:0031326,GO:0032268,GO:0032984,GO:0034248,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044877,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0052689,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0072344,GO:0080090,GO:0097159,GO:0140098,GO:0140101,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112	-	ko:K15034	-	-	-	-	ko00000,ko03012	-	-	-	RF-1
Xanthobacter_chromosome_4418	1131814.JAFO01000001_gene4786	4.86e-287	798.0	COG0497@1|root,COG0497@2|Bacteria,1MUNP@1224|Proteobacteria,2TREW@28211|Alphaproteobacteria,3EXXR@335928|Xanthobacteraceae	28211|Alphaproteobacteria	L	May be involved in recombinational repair of damaged DNA	recN	-	-	ko:K03631	-	-	-	-	ko00000,ko03400	-	-	-	SMC_N
Xanthobacter_chromosome_4419	78245.Xaut_0330	1.04e-169	478.0	COG4105@1|root,COG4105@2|Bacteria,1MVS5@1224|Proteobacteria,2TRZ5@28211|Alphaproteobacteria,3EYB8@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamD	-	-	ko:K05807	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	YfiO
Xanthobacter_chromosome_4420	1131814.JAFO01000001_gene4788	2.35e-184	517.0	COG0774@1|root,COG0774@2|Bacteria,1MV6T@1224|Proteobacteria,2TUHH@28211|Alphaproteobacteria,3EZ3R@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis	lpxC	-	3.5.1.108	ko:K02535	ko00540,ko01100,map00540,map01100	M00060	R04587	RC00166,RC00300	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxC
Xanthobacter_chromosome_4421	78245.Xaut_0328	0.0	897.0	COG0206@1|root,COG3087@1|root,COG0206@2|Bacteria,COG3087@2|Bacteria,1MV2X@1224|Proteobacteria,2TS1Q@28211|Alphaproteobacteria,3EYEQ@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
Xanthobacter_chromosome_4422	78245.Xaut_0327	5.11e-286	785.0	COG0849@1|root,COG0849@2|Bacteria,1MUSR@1224|Proteobacteria,2TQZB@28211|Alphaproteobacteria,3EYS6@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring	ftsA	-	-	ko:K03590	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036,ko04812	-	-	-	FtsA,SHS2_FTSA
Xanthobacter_chromosome_4423	78245.Xaut_0326	1.79e-146	419.0	COG1589@1|root,COG1589@2|Bacteria,1MY1Q@1224|Proteobacteria,2TQPU@28211|Alphaproteobacteria,3EY1R@335928|Xanthobacteraceae	28211|Alphaproteobacteria	D	Cell division protein FtsQ	ftsQ	-	-	ko:K03589	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036	-	-	-	FtsQ,POTRA_1
Xanthobacter_chromosome_4424	78245.Xaut_0325	1.96e-185	519.0	COG1181@1|root,COG1181@2|Bacteria,1MUTB@1224|Proteobacteria,2TREC@28211|Alphaproteobacteria,3EXYW@335928|Xanthobacteraceae	28211|Alphaproteobacteria	F	Cell wall formation	ddl	-	1.3.1.98,6.3.2.4	ko:K00075,ko:K01921	ko00473,ko00520,ko00550,ko01100,ko01502,map00473,map00520,map00550,map01100,map01502	-	R01150,R03191,R03192	RC00064,RC00141,RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
Xanthobacter_chromosome_4425	1131814.JAFO01000001_gene4793	3.5e-171	484.0	COG0812@1|root,COG0812@2|Bacteria,1MXDH@1224|Proteobacteria,2TRQR@28211|Alphaproteobacteria,3EY4V@335928|Xanthobacteraceae	28211|Alphaproteobacteria	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
Xanthobacter_chromosome_4426	78245.Xaut_0323	1.05e-123	357.0	COG2041@1|root,COG2041@2|Bacteria,1MWZK@1224|Proteobacteria,2TTCH@28211|Alphaproteobacteria,3EY2U@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Oxidoreductase molybdopterin binding domain	yuiH	-	-	-	-	-	-	-	-	-	-	-	Oxidored_molyb
Xanthobacter_chromosome_4427	1131814.JAFO01000001_gene4800	1.91e-191	545.0	COG3395@1|root,COG3395@2|Bacteria,1MW4G@1224|Proteobacteria,2TS85@28211|Alphaproteobacteria,3EZ27@335928|Xanthobacteraceae	28211|Alphaproteobacteria	S	Putative nucleotide-binding of sugar-metabolising enzyme	-	-	2.7.1.217	ko:K21948	-	-	R11706,R11707	-	ko00000,ko01000	-	-	-	DUF1357_C,DUF1537
Xanthobacter_chromosome_4428	78245.Xaut_3451	2.54e-149	428.0	COG2084@1|root,COG2084@2|Bacteria,1MUD0@1224|Proteobacteria,2TT7P@28211|Alphaproteobacteria,3F105@335928|Xanthobacteraceae	28211|Alphaproteobacteria	C	6-phosphogluconate dehydrogenase NAD-binding	-	-	1.1.1.411	ko:K08319	-	-	-	-	ko00000,ko01000	-	-	-	NAD_binding_11,NAD_binding_2
Xanthobacter_chromosome_4429	1131814.JAFO01000001_gene132	1.01e-235	658.0	COG0285@1|root,COG0285@2|Bacteria,1MVCH@1224|Proteobacteria,2TR64@28211|Alphaproteobacteria,3EY1A@335928|Xanthobacteraceae	28211|Alphaproteobacteria	H	Mur ligase middle domain	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_M
Xanthobacter_chromosome_4430	78245.Xaut_1696	3.82e-199	553.0	COG0777@1|root,COG0777@2|Bacteria,1MW8G@1224|Proteobacteria,2TRSH@28211|Alphaproteobacteria,3EYZV@335928|Xanthobacteraceae	28211|Alphaproteobacteria	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	-	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
Xanthobacter_chromosome_4431	78245.Xaut_1695	1.36e-156	444.0	COG0159@1|root,COG0159@2|Bacteria,1MXJV@1224|Proteobacteria,2TQN2@28211|Alphaproteobacteria,3EY1C@335928|Xanthobacteraceae	28211|Alphaproteobacteria	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA	-	4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_syntA
